coname,gvkey,year,cusip,exchange,city,state,zip,spcode,ticker
PLEXUS CORP,012945,2019,72913210,NAS,Neenah,WI,54956,SM,PLXS
SYNOVUS FINANCIAL CORP,013041,2019,87161C50,NYS,Columbus,GA,31901,MD,SNV
RADNET INC,013071,2019,75049110,NAS,Los Angeles,CA,90025,SM,RDNT
JACK IN THE BOX INC,013092,2019,46636710,NAS,San Diego,CA,92123,MD,JACK
HEALTHPEAK PROPERTIES INC,013125,2019,42250P10,NYS,Denver,CO,80237,SP,PEAK
CAPSTEAD MORTGAGE CORP,013142,2019,14067E50,NYS,Dallas,TX,75225,SM,CMO
CYTRX CORP,013184,2019,23282860,OTH,Los Angeles,CA,90049,EX,CYTR
CEDAR REALTY TRUST INC,013189,2019,15060260,NYS,Port Washington,NY,11050,EX,CDR
PHOTRONICS INC,013200,2019,71940510,NAS,Brookfield,CT,06804,SM,PLAB
SANDERSON FARMS INC,013323,2019,80001310,NAS,Laurel,MS,39443,MD,SAFM
PROGRESSIVE CORP-OHIO,013341,2019,74331510,NYS,Mayfield,OH,44143,SP,PGR
RLI CORP,013342,2019,74960710,NYS,Peoria,IL,61615,MD,RLI
VOXX INTERNATIONAL CORP,013354,2019,91829F10,NAS,Orlando,FL,32824,EX,VOXX
DESTINATION XL GROUP INC,013381,2019,25065K10,OTH,Canton,MA,02021,EX,DXLG
CADENCE DESIGN SYSTEMS INC,013421,2019,12738710,NAS,San Jose,CA,95134,SP,CDNS
EBIX INC,013480,2019,27871520,NAS,Johns Creek,GA,30097,SM,EBIX
CARNIVAL CORPORATION & PLC,013498,2019,14365830,NYS,Miami,FL,33178,SP,CCL
DUKE REALTY CORP,013510,2019,26441150,NYS,Indianapolis,IN,46240,SP,DRE
MBIA INC,013561,2019,55262C10,NYS,Purchase,NY,10577,EX,MBI
BRANDYWINE REALTY TRUST,013562,2019,10536820,NYS,Philadelphia,PA,19104,SM,BDN
MIDDLEBY CORP,013570,2019,59627810,NAS,Elgin,IL,60120,MD,MIDD
UNIVERSAL HEALTH RLTY INCOME,013580,2019,91359E10,NYS,King Of Prussia,PA,19406,SM,UHT
AMERICA'S CAR-MART INC,013602,2019,03062T10,NAS,Rogers,AR,72756,SM,CRMT
ABIOMED INC,013619,2019,00365410,NAS,Danvers,MA,01923,SP,ABMD
CONMED CORP,013623,2019,20741010,NYS,Largo,FL,33773,SM,CNMD
TIFFANY & CO,013646,2019,88654710,NYS,New York,NY,10022,EX,TIF
DENTSPLY SIRONA INC,013700,2019,24906P10,NAS,Charlotte,NC,28277,SP,XRAY
ALERIS CORP,013712,2019,01447510,OTH,Cleveland,OH,44122,EX,6685B
VIACOMCBS INC,013714,2019,92556H20,NAS,New York,NY,10036,SP,VIAC
ZOETIS INC,013721,2019,98978V10,NYS,Parsippany,NJ,07054,SP,ZTS
FAIR ISAAC CORP,013824,2019,30325010,NYS,San Jose,CA,95110,MD,FICO
TILE SHOP HOLDINGS INC,013861,2019,88677Q10,NAS,Plymouth,MN,55441,EX,TTSH
MR COOPER GROUP INC,013888,2019,62482R10,NAS,Coppell,TX,75019,SM,COOP
VECTOR GROUP LTD,013963,2019,92240M10,NYS,Miami,FL,33137,SM,VGR
SCHWAB (CHARLES) CORP,013988,2019,80851310,NYS,Westlake,TX,76262,SP,SCHW
CLEAN HARBORS INC,014027,2019,18449610,NYS,Norwell,MA,02061,MD,CLH
ALBANY INTL CORP  -CL A,014084,2019,01234810,NYS,Rochester,NH,03867,SM,AIN
FULTON FINANCIAL CORP,014172,2019,36027110,NAS,Lancaster,PA,17604,MD,FULT
BANCORPSOUTH BANK,014219,2019,05971J10,NYS,Tupelo,MS,38804,MD,BXS
FASTENAL CO,014225,2019,31190010,NAS,Winona,MN,55987,SP,FAST
WESTAMERICA BANCORPORATION,014253,2019,95709010,NAS,San Rafael,CA,94901,SM,WABC
MAXIM INTEGRATED PRODUCTS,014256,2019,57772K10,NAS,San Jose,CA,95134,SP,MXIM
FIRST REPUBLIC BANK,014275,2019,33616C10,NYS,San Francisco,CA,94111,SP,FRC
AMPHENOL CORP,014282,2019,03209510,NYS,Wallingford,CT,06492,SP,APH
AKORN INC,014304,2019,00972810,OTH,Lake Forest,IL,60045,EX,AKRXQ
INTER PARFUMS INC,014309,2019,45833410,NAS,New York,NY,10176,SM,IPAR
POLARIS INC,014311,2019,73106810,NYS,Medina,MN,55340,MD,PII
PIONEER NATURAL RESOURCES CO,014359,2019,72378710,NYS,Irving,TX,75039,SP,PXD
MANPOWERGROUP,014370,2019,56418H10,NYS,Milwaukee,WI,53212,MD,MAN
MGM RESORTS INTERNATIONAL,014418,2019,55295310,NYS,Las Vegas,NV,89109,SP,MGM
WASTE MANAGEMENT INC,014477,2019,94106L10,NYS,Houston,TX,77002,SP,WM
DELL TECHNOLOGIES INC,014489,2019,24703L20,NYS,Round Rock,TX,78682,EX,DELL
EW SCRIPPS  -CL A,014535,2019,81105440,NAS,Cincinnati,OH,45202,SM,SSP
II-VI INC,014561,2019,90210410,NAS,Saxonburg,PA,16056,MD,IIVI
MERCER INTL INC,014563,2019,58805610,NAS,Vancouver,BC,V6C 1,SM,MERC
FREEPORT-MCMORAN INC,014590,2019,35671D85,NYS,Phoenix,AZ,85004,SP,FCX
ODP CORP,014624,2019,88337F10,NAS,Boca Raton,FL,33496,SM,ODP
MERITAGE HOMES CORP,014790,2019,59001A10,NYS,Scottsdale,AZ,85260,SM,MTH
ARCH RESOURCES INC,014793,2019,03940R10,NYS,Saint Louis,MO,63141,EX,ARCH
BERKLEY (W R) CORP,014822,2019,08442310,NYS,Greenwich,CT,06830,SP,WRB
CINCINNATI FINANCIAL CORP,014824,2019,17206210,NAS,Fairfield,OH,45014,SP,CINF
OLD REPUBLIC INTL CORP,014828,2019,68022310,NYS,Chicago,IL,60601,MD,ORI
MGP INGREDIENTS INC,014891,2019,55303J10,NAS,Atchison,KS,66002,SM,MGPI
3D SYSTEMS CORP,014898,2019,88554D20,NYS,Rock Hill,SC,29730,SM,DDD
DEVON ENERGY CORP,014934,2019,25179M10,NYS,Oklahoma City,OK,73102,SP,DVN
LINDSAY CORP,014954,2019,53555510,NYS,Omaha,NE,68022,SM,LNN
LABORATORY CP OF AMER HLDGS,014960,2019,50540R40,NYS,Burlington,NC,27215,SP,LH
CALLON PETROLEUM CO/DE,015060,2019,13123X50,NYS,Houston,TX,77042,SM,CPE
CEC ENTERTAINMENT INC,015092,2019,12599M93,OTH,Irving,TX,75063,EX,9614B
RPT REALTY,015111,2019,74971D10,NYS,New York,NY,10036,SM,RPT
ISTAR INC,015142,2019,45031U10,NYS,New York,NY,10036,SM,STAR
FEDERAL HOME LOAN MORTG CORP,015208,2019,31340030,OTH,McLean,VA,22102,EX,FMCC
VALERO ENERGY CORP,015247,2019,91913Y10,NYS,San Antonio,TX,78249,SP,VLO
IDEX CORP,015267,2019,45167R10,NYS,Northbrook,IL,60062,SP,IEX
EMMIS COMMUNICATIONS CP-CL A,015337,2019,29152540,OTH,Indianapolis,IN,46204,EX,EMMS
MUELLER INDUSTRIES,015343,2019,62475610,NYS,Collierville,TN,38017,SM,MLI
TCF FINANCIAL CORP,015363,2019,87230710,NAS,Detroit,MI,48226,EX,TCF
BIO-TECHNE CORP,015414,2019,09073M10,NAS,Minneapolis,MN,55413,MD,TECH
BROWN & BROWN INC,015417,2019,11523610,NYS,Daytona Beach,FL,32114,MD,BRO
TREDEGAR CORP,015459,2019,89465010,NYS,Richmond,VA,23225,SM,TG
SIGNET JEWELERS LTD,015520,2019,G8127610,NYS,Hamilton,,HM11,SM,SIG
NORTONLIFELOCK INC,015855,2019,66877110,NAS,Tempe,AZ,85281,SP,NLOK
ABBVIE INC,016101,2019,00287Y10,NYS,North Chicago,IL,60064,SP,ABBV
CYRUSONE INC,016116,2019,23283R10,NAS,Dallas,TX,75201,MD,CONE
COGNEX CORP,016188,2019,19242210,NAS,Natick,MA,01760,MD,CGNX
PEOPLE'S UNITED FINL INC,016245,2019,71270410,NAS,Bridgeport,CT,06604,SP,PBCT
ENANTA PHARMACEUTICALS INC,016269,2019,29251M10,NAS,Watertown,MA,02472,SM,ENTA
CIRRUS LOGIC INC,016401,2019,17275510,NAS,Austin,TX,78701,MD,CRUS
NEOGEN CORP,016453,2019,64049110,NAS,Lansing,MI,48912,MD,NEOG
HANGER INC,016456,2019,41043F20,NYS,Austin,TX,78758,SM,HNGR
LEAR CORP,016477,2019,52186520,NYS,Southfield,MI,48033,MD,LEA
EOG RESOURCES INC,016478,2019,26875P10,NYS,Houston,TX,77002,SP,EOG
BOISE CASCADE CO,016486,2019,09739D10,NYS,Boise,ID,83702,SM,BCC
ZIX CORP,016531,2019,98974P10,NAS,Dallas,TX,75204,EX,ZIXI
SERVISFIRST BANCSHARES INC,016549,2019,81768T10,NYS,Birmingham,AL,35209,SM,SFBS
LATTICE SEMICONDUCTOR CORP,016597,2019,51841510,NAS,Hillsboro,OR,97124,MD,LSCC
TAYLOR MORRISON HOME CORP,016653,2019,87724P10,NYS,Scottsdale,AZ,85251,MD,TMHC
CENTRAL PACIFIC FINANCIAL CP,016705,2019,15476040,NYS,Honolulu,HI,96813,SM,CPF
DIGI INTERNATIONAL INC,016710,2019,25379810,NAS,Hopkins,MN,55343,SM,DGII
ELECTRONIC ARTS INC,016721,2019,28551210,NAS,Redwood City,CA,94065,SP,EA
FIRST BANCORP/NC,016777,2019,31891010,NAS,Southern Pines,NC,28387,SM,FBNC
CITY HOLDING CO,016781,2019,17783510,NAS,Charleston,WV,25313,SM,CHCO
COMMUNITY BANK SYSTEM INC,016790,2019,20360710,NYS,Onondaga,NY,13214,SM,CBU
FIRST BANCORP P R,016821,2019,31867270,NYS,Santurce,PR,00908,SM,FBP
GLACIER BANCORP INC,016832,2019,37637Q10,NAS,Kalispell,MT,59901,MD,GBCI
INDEPENDENT BANK CORP/MA,016889,2019,45383610,NAS,Rockland,MA,02370,SM,INDB
INDEPENDENT BANK CORP/MI,016890,2019,45383860,NAS,Grand Rapids,MI,49525,EX,IBCP
OFG BANCORP,016981,2019,67103X10,NYS,San Juan,PR,00918,SM,OFG
MERCURY GENERAL CORP,017035,2019,58940010,NYS,Los Angeles,CA,90010,MD,MCY
OLD NATIONAL BANCORP,017095,2019,68003310,NAS,Evansville,IN,47708,SM,ONB
SELECTIVE INS GROUP INC,017115,2019,81630010,NAS,Branchville,NJ,07890,MD,SIGI
SVB FINANCIAL GROUP,017120,2019,78486Q10,NAS,Santa Clara,CA,95054,SP,SIVB
SANTANDER HOLDINGS USA INC,017130,2019,80299Z00,OTH,Boston,MA,02109,EX,STD2
WSFS FINANCIAL CORP,017132,2019,92932810,NAS,Wilmington,DE,19801,SM,WSFS
WASHINGTON FEDERAL INC,017145,2019,93882410,NAS,Seattle,WA,98101,MD,WAFD
WEBSTER FINANCIAL CORP,017150,2019,94789010,NYS,Waterbury,CT,06702,MD,WBS
SEACOAST BANKING CORP/FL,017184,2019,81170780,NAS,Stuart,FL,34994,SM,SBCF
FIRST FINL BANCORP INC/OH,017195,2019,32020910,NAS,Cincinnati,OH,45202,SM,FFBC
TALOS ENERGY INC,017228,2019,87484T10,NYS,Houston,TX,77002,SM,TALO
TOMPKINS FINANCIAL CORP,017240,2019,89011010,ASE,Ithaca,NY,14851,SM,TMP
TRUSTCO BANK CORP/NY,017245,2019,89834920,NAS,Glenville,NY,12302,SM,TRST
UNITED BANKSHARES INC/WV,017248,2019,90990710,NAS,Charleston,WV,25301,MD,UBSI
UNITED FIRE GROUP INC,017252,2019,91034010,NAS,Cedar Rapids,IA,52401,SM,UFCS
INDEPENDENT BK GRP INC,017451,2019,45384B10,NAS,McKinney,TX,75070,SM,IBTX
FRANKLIN FINL NETWORK INC,017586,2019,35352P10,NYS,Franklin,TN,37064,EX,FSB
ARMADA HOFFLER PROPERTIES,017626,2019,04208T10,NYS,Virginia Beach,VA,23462,SM,AHH
T-MOBILE US INC,017874,2019,87259010,NAS,Bellevue,WA,98006,SP,TMUS
IQVIA HOLDINGS INC,017928,2019,46266C10,NYS,Danbury,CT,06810,SP,IQV
SPROUTS FARMERS MARKET,017934,2019,85208M10,NAS,Phoenix,AZ,85054,MD,SFM
CENTURY COMMUNITIES INC,018004,2019,15650430,NYS,Greenwood Village,CO,80111,SM,CCS
NEWS CORP,018043,2019,65249B10,NAS,New York,NY,10036,SP,NWSA
F N B CORP/FL,018049,2019,30252010,NYS,Pittsburgh,PA,15212,MD,FNB
REXFORD INDUS REALTY,018071,2019,76169C10,NYS,Los Angeles,CA,90025,MD,REXR
MALLINCKRODT PLC,018086,2019,G5785G10,OTH,Dublin,,15,EX,MNKKQ
PHYSICIANS REALTY TR,018145,2019,71943U10,NYS,Milwaukee,WI,53202,MD,DOC
ANI PHARMACEUTICALS INC,018204,2019,00182C10,NAS,Baudette,MN,56623,SM,ANIP
FIRST COMMONWLTH FINL CP/PA,018241,2019,31982910,NYS,Indiana,PA,15701,SM,FCF
FOX FACTORY HOLDING CP,018320,2019,35138V10,NAS,Braselton,GA,30517,MD,FOXF
BRIXMOR PROPERTY GROUP INC,018383,2019,11120U10,NYS,New York,NY,10017,MD,BRX
SIRIUSPOINT LTD,018441,2019,G8192H10,NYS,Pembroke,,HM 08,SM,SPNT
INDEPENDENCE REALTY TRUST,018494,2019,45378A10,NYS,Philadelphia,PA,19103,SM,IRT
MURPHY USA INC,018498,2019,62675510,NYS,El Dorado,AR,71730,MD,MUSA
APPLIED OPTOELECTRONICS INC,018564,2019,03823U10,NAS,Sugar Land,TX,77478,SM,AAOI
RE/MAX HOLDINGS INC,018578,2019,75524W10,NYS,Denver,CO,80237,SM,RMAX
LGI HOMES INC,018629,2019,50187T10,NAS,The Woodlands,TX,77380,SM,LGIH
SCIENCE APPLICATIONS INTL CP,018683,2019,80862510,NYS,Reston,VA,20190,MD,SAIC
PTC INC,018699,2019,69370C10,NAS,Boston,MA,02210,SP,PTC
ESSENT GROUP LTD,018745,2019,G3198U10,NYS,Hamilton,,HM 11,MD,ESNT
TWITTER INC,018872,2019,90184L10,NYS,San Francisco,CA,94103,SP,TWTR
XENCOR INC,018938,2019,98401F10,NAS,Monrovia,CA,91016,SM,XNCR
MARCUS & MILLICHAP INC,019000,2019,56632410,NYS,Calabasas,CA,91302,SM,MMI
N B T BANCORP INC,019094,2019,62877810,NAS,Norwich,NY,13815,SM,NBTB
CARA THERAPEUTICS INC,019154,2019,14075510,NAS,Stamford,CT,06902,SM,CARA
INOGEN INC,019274,2019,45780L10,NAS,Goleta,CA,93117,SM,INGN
PARK NATIONAL CORP,019318,2019,70065810,ASE,Newark,OH,43058,SM,PRK
SIMMONS FIRST NATL CP  -CL A,019355,2019,82873020,NAS,Pine Bluff,AR,71601,SM,SFNC
DENNYS CORP,019398,2019,24869P10,NAS,Spartanburg,SC,29319,EX,DENN
G-III APPAREL GROUP LTD,019402,2019,36237H10,NAS,New York,NY,10018,SM,GIII
INSTALLED BLDG PRODUCTS INC,019516,2019,45780R10,NYS,Columbus,OH,43215,SM,IBP
ONE GAS INC,019517,2019,68235P10,NYS,Tulsa,OK,74103,MD,OGS
KNOWLES CORP,019518,2019,49926D10,NYS,Itasca,IL,60143,SM,KN
S & T BANCORP INC,019570,2019,78385910,NAS,Indiana,PA,15701,SM,STBA
GANNETT CO INC,019574,2019,36472T10,NYS,McLean,VA,22107,SM,GCI
CARETRUST REIT INC,019582,2019,14174T10,NAS,San Clemente,CA,92673,SM,CTRE
SABRE CORP,019649,2019,78573M10,NAS,Southlake,TX,76092,MD,SABR
PAYLOCITY HOLDING CORP,019730,2019,70438V10,NAS,Schaumburg,IL,60173,MD,PCTY
EAGLE PHARMACEUTICALS INC,019784,2019,26979610,NAS,Woodcliff Lake,NJ,07677,SM,EGRX
VERITIV CORP,019858,2019,92345410,NYS,Atlanta,GA,30328,SM,VRTV
GRUBHUB INC,019906,2019,40011010,NYS,Chicago,IL,60602,EX,GRUB.2
MEDPACE HOLDINGS INC,019998,2019,58506Q10,NAS,Cincinnati,OH,45227,MD,MEDP
TIMKENSTEEL CORP,020011,2019,88739910,NYS,Canton,OH,44706,SM,TMST
CVB FINANCIAL CORP,020019,2019,12660010,NAS,Ontario,CA,91764,SM,CVBF
CIVEO CORP,020020,2019,17878Y20,NYS,Houston,TX,77002,EX,CVEO
PHIBRO ANIMAL HEALTH CORP,020115,2019,71742Q10,NAS,Teaneck,NJ,07666,SM,PAHC
PAYCOM SOFTWARE INC,020116,2019,70432V10,NYS,Oklahoma City,OK,73142,SP,PAYC
SCOTTS MIRACLE-GRO CO,020185,2019,81018610,NYS,Marysville,OH,43041,MD,SMG
ICONIX BRAND GROUP INC,020204,2019,45105530,NAS,New York,NY,10018,EX,ICON
CATALENT INC,020228,2019,14880610,NYS,Somerset,NJ,08873,SP,CTLT
KEYSIGHT TECHNOLOGIES INC,020232,2019,49338L10,NYS,Santa Rosa,CA,95403,SP,KEYS
NOW INC,020235,2019,67011P10,NYS,Houston,TX,77041,SM,DNOW
OPUS BANK,020277,2019,68400010,NAS,Irvine,CA,92612,EX,OPB
WASHINGTON PRIME GROUP INC,020344,2019,93964W40,NYS,Columbus,OH,43215,EX,WPG
CAESARS ENTERTAINMENT CORP,020423,2019,12768610,NAS,Las Vegas,NV,89109,EX,CZR.3
SLM CORP,020430,2019,78442P10,NAS,Newark,DE,19713,MD,SLM
RAYONIER ADVANCED MATERIALS,020502,2019,75508B10,NYS,Jacksonville,FL,32207,SM,RYAM
CABOT OIL & GAS CORP,020548,2019,12709710,NYS,Houston,TX,77024,SP,COG
DENBURY INC,020653,2019,24790A10,NYS,Plano,TX,75024,EX,DEN
AMPHASTAR PHARMACEUTICLS INC,020659,2019,03209R10,NAS,Rancho Cucamonga,CA,91730,SM,AMPH
SYNCHRONY FINANCIAL,020686,2019,87165B10,NYS,Stamford,CT,06902,SP,SYF
ARISTA NETWORKS INC,020748,2019,04041310,NYS,Santa Clara,CA,95054,SP,ANET
CISCO SYSTEMS INC,020779,2019,17275R10,NAS,San Jose,CA,95134,SP,CSCO
HEALTHEQUITY INC,020823,2019,42226A10,NAS,Draper,UT,84020,MD,HQY
HOLOGIC INC,020904,2019,43644010,NAS,Marlborough,MA,01752,SP,HOLX
TRUPANION INC,020935,2019,89820210,NAS,Seattle,WA,98108,SM,TRUP
LANTHEUS HOLDINGS INC,021004,2019,51654410,NAS,North Billerica,MA,01862,SM,LNTH
BRIGHTSPHERE INVEST GRP INC,021019,2019,10948W10,NYS,Boston,MA,02116,SM,BSIG
EL POLLO LOCO HOLDINGS INC,021124,2019,26860310,NAS,Costa Mesa,CA,92626,SM,LOCO
NTN BUZZTIME INC,021232,2019,62941060,ASE,Carlsbad,CA,92009,EX,NTN
TETRA TECHNOLOGIES INC/DE,021237,2019,88162F10,NYS,The Woodlands,TX,77380,EX,TTI
VICOR CORP,021238,2019,92581510,NAS,Andover,MA,01810,SM,VICR
AVANOS MEDICAL INC,021352,2019,05350V10,NYS,Alpharetta,GA,30004,SM,AVNS
GRANITE CONSTRUCTION INC,021429,2019,38732810,NYS,Watsonville,CA,95076,SM,GVA
CALIFORNIA RESOURCES CORP,021431,2019,13057Q30,NYS,Santa Clarita,CA,91355,EX,CRC
LANDSTAR SYSTEM INC,021440,2019,51509810,NAS,Jacksonville,FL,32224,MD,LSTR
KEMPER CORP/DE,021503,2019,48840110,NYS,Chicago,IL,60601,MD,KMPR
UNIVAR SOLUTIONS INC,021515,2019,91336L10,NYS,Downers Grove,IL,60515,MD,UNVR
AAON INC,021542,2019,00036020,NAS,Tulsa,OK,74107,SM,AAON
GREAT WESTERN BANCORP INC,021616,2019,39141610,NYS,Sioux Falls,SD,57104,SM,GWB
STORE CAPITAL CORP,021630,2019,86212110,NYS,Scottsdale,AZ,85255,MD,STOR
VERITEX HOLDINGS INC,021633,2019,92345110,NAS,Dallas,TX,75225,SM,VBTX
PRA HEALTH SCIENCES INC,021739,2019,69354M10,NAS,Raleigh,NC,27612,MD,PRAH
CDK GLOBAL INC,021761,2019,12508E10,NAS,Hoffman Estates,IL,60169,MD,CDK
MERIT MEDICAL SYSTEMS INC,021777,2019,58988910,NAS,South Jordan,UT,84095,SM,MMSI
CAESARS ENTERTAINMENT INC,021808,2019,12769G10,NAS,Reno,NV,89501,SP,CZR
TRIUMPH BANCORP INC,021815,2019,89679E30,NAS,Dallas,TX,75251,SM,TBK
CITIZENS FINANCIAL GROUP INC,021825,2019,17461010,NYS,Providence,RI,02903,SP,CFG
COHERUS BIOSCIENCES INC,021841,2019,19249H10,NAS,Redwood City,CA,94065,SM,CHRS
BOOT BARN HOLDINGS INC,021898,2019,09940610,NYS,Irvine,CA,92618,SM,BOOT
SYNEOS HEALTH INC,022039,2019,87166B10,NAS,Morrisville,NC,27560,MD,SYNH
CONTANGO OIL & GAS CO,022053,2019,21075N20,ASE,Fort Worth,TX,76102,EX,MCF
JOINT CORP (THE),022082,2019,47973J10,NAS,Scottsdale,AZ,85260,SM,JYNT
INTL BANCSHARES CORP,022086,2019,45904410,NAS,Laredo,TX,78042,MD,IBOC
TRUEBLUE INC,022207,2019,89785X10,NYS,Tacoma,WA,98402,SM,TBI
HCA HEALTHCARE INC,022260,2019,40412C10,NYS,Nashville,TN,37203,SP,HCA
XILINX INC,022325,2019,98391910,NAS,San Jose,CA,95124,SP,XLNX
PAR PACIFIC HOLDINGS INC,022447,2019,69888T20,NYS,Houston,TX,77024,SM,PARR
URBAN EDGE PROPERTIES,022459,2019,91704F10,NYS,New York,NY,10019,MD,UE
GMS INC,022583,2019,36251C10,NYS,Tucker,GA,30084,SM,GMS
LANNETT CO INC,022632,2019,51601210,NYS,Philadelphia,PA,19136,EX,LCI
VISTA OUTDOOR INC,022653,2019,92837710,NYS,Anoka,MN,55303,SM,VSTO
SHAKE SHACK INC,022672,2019,81904710,NYS,New York,NY,10014,SM,SHAK
EASTERLY GOVERNMENT PPTYS,022674,2019,27616P10,NYS,Washington,DC,20037,SM,DEA
CHEMOURS CO,022741,2019,16385110,NYS,Wilmington,DE,19899,MD,CC
TRIMBLE INC,022815,2019,89623910,NAS,Sunnyvale,CA,94085,SP,TRMB
XENIA HOTELS & RESORTS INC,022983,2019,98401710,NYS,Orlando,FL,32801,SM,XHR
EXPONENT INC,023027,2019,30214U10,NAS,Menlo Park,CA,94025,SM,EXPO
UNITI GROUP INC,023077,2019,91325V10,NAS,Little Rock,AR,72211,SM,UNIT
ENERGIZER HOLDINGS INC,023083,2019,29272W10,NYS,Saint Louis,MO,63141,MD,ENR
BENCHMARK ELECTRONICS INC,023084,2019,08160H10,NYS,Tempe,AZ,85281,SM,BHE
NEXPOINT RESIDENTIAL TR INC,023086,2019,65341D10,NYS,Dallas,TX,75201,SM,NXRT
SOLAREDGE TECHNOLOGIES INC,023119,2019,83417M10,NAS,Herzliya,,46733,MD,SEDG
NATIONAL STORAGE AFFILIATES,023147,2019,63787010,NYS,Greenwood Village,CO,80111,MD,NSA
MATRIX SERVICE CO,023195,2019,57685310,NAS,Tulsa,OK,74135,SM,MTRX
BARNES & NOBLE EDUCATION INC,023208,2019,06777U10,NYS,Basking Ridge,NJ,07920,SM,BNED
ESCO TECHNOLOGIES INC,023224,2019,29631510,NYS,Saint Louis,MO,63124,SM,ESE
CABLE ONE INC,023225,2019,12685J10,NYS,Phoenix,AZ,85012,MD,CABO
ETSY INC,023238,2019,29786A10,NAS,Brooklyn,NY,11201,SP,ETSY
TOPBUILD CORP,023245,2019,89055F10,NYS,Daytona Beach,FL,32114,MD,BLD
LUMENTUM HOLDINGS INC,023249,2019,55024U10,NAS,San Jose,CA,95131,MD,LITE
ETHAN ALLEN INTERIORS INC,023252,2019,29760210,NYS,Danbury,CT,06811,SM,ETH
BIOLASE INC,023291,2019,09091120,NAS,Foothill Ranch,CA,92610,EX,BIOL
CATHAY GENERAL BANCORP,023500,2019,14915010,NAS,Los Angeles,CA,90012,MD,CATY
CERIDIAN HCM HOLDING,023546,2019,15677J10,NYS,Minneapolis,MN,55425,MD,CDAY
COLLEGIUM PHARMACEUTICAL INC,023555,2019,19459J10,NAS,Stoughton,MA,02072,SM,COLL
COMMUNITY HEALTHCARE TRUST,023556,2019,20369C10,NYS,Franklin,TN,37067,SM,CHCT
HAYNES INTERNATIONAL INC,023587,2019,42087720,NAS,Kokomo,IN,46904,SM,HAYN
COMMUNITY HEALTH SYSTEMS INC,023714,2019,20366810,NYS,Franklin,TN,37067,SM,CYH
DORMAN PRODUCTS INC,023753,2019,25827810,NAS,Colmar,PA,18915,SM,DORM
PS BUSINESS PARKS,023793,2019,69360J10,NYS,Glendale,CA,91201,MD,PSB
AUTOZONE INC,023809,2019,05333210,NYS,Memphis,TN,38103,SP,AZO
ION GEOPHYSICAL CORP,023810,2019,46204420,NYS,Houston,TX,77042,EX,IO
REGENERON PHARMACEUTICALS,023812,2019,75886F10,NAS,Tarrytown,NY,10591,SP,REGN
WINGSTOP INC,023843,2019,97415510,NAS,Dallas,TX,75240,MD,WING
EXTERRAN CORP,023864,2019,30227H10,NYS,Houston,TX,77041,EX,EXTN
UNITED STATES STEEL CORP,023978,2019,91290910,NYS,Pittsburgh,PA,15219,MD,X
APRIA HEALTHCARE GROUP INC,023988,2019,03799U93,OTH,Indianapolis,IN,46237,EX,3274B
GLAUKOS CORP,023990,2019,37732210,NYS,San Clemente,CA,92672,SM,GKOS
HAEMONETICS CORP,024021,2019,40502410,NYS,Boston,MA,02110,MD,HAE
OLLIE'S BARGAIN OUTLET HLDGS,024076,2019,68111610,NAS,Harrisburg,PA,17112,MD,OLLI
ALARM.COM HOLDINGS INC,024135,2019,01164210,NAS,Tysons,VA,22102,SM,ALRM
FIRSTCASH INC,024157,2019,33767D10,NAS,Fort Worth,TX,76102,MD,FCFS
DESIGNER BRANDS INC,024171,2019,25056510,NYS,Columbus,OH,43219,SM,DBI
IDEXX LABS INC,024197,2019,45168D10,NAS,Westbrook,ME,04092,SP,IDXX
AES CORP (THE),024216,2019,00130H10,NYS,Arlington,VA,22203,SP,AES
CORVEL CORP,024225,2019,22100610,NAS,Fort Worth,TX,76109,SM,CRVL
HANCOCK WHITNEY CORP,024232,2019,41012010,NAS,Gulfport,MS,39501,MD,HWC
AMBAC FINANCIAL GROUP INC,024287,2019,02313988,NYS,New York,NY,10007,SM,AMBC
DINE BRANDS GLOBAL INC,024291,2019,25442310,NYS,Glendale,CA,91203,SM,DIN
KAISER ALUMINUM CORP,024293,2019,48300770,NAS,Foothill Ranch,CA,92610,SM,KALU
MONSTER BEVERAGE CORP,024316,2019,61174X10,NAS,Corona,CA,92879,SP,MNST
VERTEX PHARMACEUTICALS INC,024344,2019,92532F10,NAS,Boston,MA,02210,SP,VRTX
MONRO INC,024350,2019,61023610,NAS,Rochester,NY,14615,SM,MNRO
PROGRESS SOFTWARE CORP,024352,2019,74331210,NAS,Bedford,MA,01730,SM,PRGS
MGIC INVESTMENT CORP/WI,024379,2019,55284810,NYS,Milwaukee,WI,53202,MD,MTG
TIVITY HEALTH INC,024396,2019,88870R10,NAS,Franklin,TN,37067,SM,TVTY
ZEBRA TECHNOLOGIES CP  -CL A,024405,2019,98920710,NAS,Lincolnshire,IL,60069,SP,ZBRA
BMC STOCK HOLDINGS INC,024415,2019,05591B10,NAS,Raleigh,NC,27609,EX,BMCH
EZCORP INC  -CL A,024430,2019,30230110,NAS,Austin,TX,78746,SM,EZPW
PROASSURANCE CORP,024440,2019,74267C10,NYS,Birmingham,AL,35209,SM,PRA
NATIONAL BEVERAGE CORP,024463,2019,63501710,NAS,Fort Lauderdale,FL,33324,SM,FIZZ
BIOGEN INC,024468,2019,09062X10,NAS,Cambridge,MA,02142,SP,BIIB
